Image Name,Extracted Text,Confidence,Points
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_611.jpg,Rodd,0.5464667081832886,"[[np.int32(57), np.int32(93)], [np.int32(89), np.int32(93)], [np.int32(89), np.int32(107)], [np.int32(57), np.int32(107)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_611.jpg,LJ L,0.24964484572410583,"[[np.int32(25), np.int32(111)], [np.int32(125), np.int32(111)], [np.int32(125), np.int32(129)], [np.int32(25), np.int32(129)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_611.jpg,City Centct,0.2617714805290929,"[[np.int32(39), np.int32(129)], [np.int32(106), np.int32(129)], [np.int32(106), np.int32(143)], [np.int32(39), np.int32(143)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_757.jpg,Li,0.10102337174264353,"[[np.int32(14), np.int32(68)], [np.int32(60), np.int32(68)], [np.int32(60), np.int32(86)], [np.int32(14), np.int32(86)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_757.jpg,Ug,0.026921403410140255,"[[np.int32(59), np.int32(92)], [np.int32(114), np.int32(92)], [np.int32(114), np.int32(107)], [np.int32(59), np.int32(107)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_757.jpg,Pringe Motcod,0.5385883941572566,"[[np.int32(21), np.int32(115)], [np.int32(105), np.int32(115)], [np.int32(105), np.int32(129)], [np.int32(21), np.int32(129)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_757.jpg,Ibn Abdul Aziz,0.4987468662259118,"[[np.int32(20), np.int32(131)], [np.int32(107), np.int32(131)], [np.int32(107), np.int32(146)], [np.int32(20), np.int32(146)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000582_757.jpg,Strect,0.18668468627636398,"[[np.int32(47), np.int32(147)], [np.int32(86), np.int32(147)], [np.int32(86), np.int32(159)], [np.int32(47), np.int32(159)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_475.jpg,L,0.33630554013641145,"[[np.int32(12), np.int32(76)], [np.int32(59), np.int32(76)], [np.int32(59), np.int32(93)], [np.int32(12), np.int32(93)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_475.jpg,Prince Motcod,0.5826202925267732,"[[np.int32(24), np.int32(124)], [np.int32(110), np.int32(124)], [np.int32(110), np.int32(138)], [np.int32(24), np.int32(138)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_475.jpg,Ibn Addui Aziz,0.4773911635206329,"[[np.int32(21), np.int32(140)], [np.int32(111), np.int32(140)], [np.int32(111), np.int32(155)], [np.int32(21), np.int32(155)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_475.jpg,Strcct,0.5543238065153939,"[[np.int32(44), np.int32(157)], [np.int32(85), np.int32(157)], [np.int32(85), np.int32(171)], [np.int32(44), np.int32(171)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_475.jpg,3i Ji,0.2638705558500929,"[[np.float64(60.654654412007375), np.float64(75.52011985320812)], [np.float64(118.76094219984435), np.float64(67.05180035392996)], [np.float64(121.34534558799263), np.float64(89.47988014679188)], [np.float64(63.23905780015565), np.float64(96.94819964607004)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_607.jpg,Uc,0.03329952974617704,"[[np.int32(59), np.int32(68)], [np.int32(115), np.int32(68)], [np.int32(115), np.int32(83)], [np.int32(59), np.int32(83)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_607.jpg,Omar Ibn Abjui Aziz,0.5908419302323893,"[[np.int32(16), np.int32(84)], [np.int32(141), np.int32(84)], [np.int32(141), np.int32(102)], [np.int32(16), np.int32(102)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_607.jpg,Rodd,0.5871893167495728,"[[np.int32(61), np.int32(101)], [np.int32(94), np.int32(101)], [np.int32(94), np.int32(117)], [np.int32(61), np.int32(117)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_607.jpg,Ji,0.8753765440744271,"[[np.int32(25), np.int32(123)], [np.int32(125), np.int32(123)], [np.int32(125), np.int32(138)], [np.int32(25), np.int32(138)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_607.jpg,city Center,0.512844660121339,"[[np.int32(41), np.int32(138)], [np.int32(113), np.int32(138)], [np.int32(113), np.int32(154)], [np.int32(41), np.int32(154)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_761.jpg,Pringe Motccd,0.44523278608863076,"[[np.int32(27), np.int32(124)], [np.int32(115), np.int32(124)], [np.int32(115), np.int32(141)], [np.int32(27), np.int32(141)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_761.jpg,Ibn Abdui Aziz,0.8692447214259795,"[[np.int32(24), np.int32(143)], [np.int32(117), np.int32(143)], [np.int32(117), np.int32(158)], [np.int32(24), np.int32(158)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000583_761.jpg,Stroct,0.40011751411696334,"[[np.int32(53), np.int32(159)], [np.int32(95), np.int32(159)], [np.int32(95), np.int32(173)], [np.int32(53), np.int32(173)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000584_464.jpg,Prlnce Motced,0.4421318540888152,"[[np.int32(21), np.int32(133)], [np.int32(114), np.int32(133)], [np.int32(114), np.int32(150)], [np.int32(21), np.int32(150)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000584_464.jpg,Ibn Abdui Aziz,0.6539451222960359,"[[np.int32(19), np.int32(152)], [np.int32(115), np.int32(152)], [np.int32(115), np.int32(169)], [np.int32(19), np.int32(169)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000584_464.jpg,Strcct,0.6290184804708318,"[[np.int32(44), np.int32(171)], [np.int32(87), np.int32(171)], [np.int32(87), np.int32(186)], [np.int32(44), np.int32(186)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000584_602.jpg,Omar Ibn Abdul Aziz,0.6221734806521086,"[[np.int32(19), np.int32(93)], [np.int32(154), np.int32(93)], [np.int32(154), np.int32(111)], [np.int32(19), np.int32(111)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000584_602.jpg,Rodd,0.8397766351699829,"[[np.int32(68), np.int32(112)], [np.int32(103), np.int32(112)], [np.int32(103), np.int32(126)], [np.int32(68), np.int32(126)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000584_602.jpg,City Center,0.4852130163121431,"[[np.int32(45), np.int32(153)], [np.int32(123), np.int32(153)], [np.int32(123), np.int32(169)], [np.int32(45), np.int32(169)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000585_600.jpg,4 & S€,0.5663512945175171,"[[np.int32(66), np.int32(75)], [np.int32(177), np.int32(75)], [np.int32(177), np.int32(99)], [np.int32(66), np.int32(99)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000585_600.jpg,Omar Ibn Abdul Aziz,0.4525219122469269,"[[np.int32(17), np.int32(99)], [np.int32(165), np.int32(99)], [np.int32(165), np.int32(118)], [np.int32(17), np.int32(118)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000585_600.jpg,Roud,0.8728387355804443,"[[np.int32(72), np.int32(119)], [np.int32(109), np.int32(119)], [np.int32(109), np.int32(135)], [np.int32(72), np.int32(135)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000585_600.jpg,Clty Center,0.9061419616478875,"[[np.int32(48), np.int32(163)], [np.int32(132), np.int32(163)], [np.int32(132), np.int32(182)], [np.int32(48), np.int32(182)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_425.jpg,Prlnce Motceb,0.676205394936528,"[[np.int32(27), np.int32(125)], [np.int32(137), np.int32(125)], [np.int32(137), np.int32(143)], [np.int32(27), np.int32(143)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_425.jpg,Ibn Abdul Aziz,0.9248872134034736,"[[np.int32(23), np.int32(148)], [np.int32(139), np.int32(148)], [np.int32(139), np.int32(167)], [np.int32(23), np.int32(167)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_425.jpg,Street,0.9985183787573291,"[[np.int32(53), np.int32(169)], [np.int32(103), np.int32(169)], [np.int32(103), np.int32(186)], [np.int32(53), np.int32(186)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_592.jpg,Omar Ibn Abdul Aziz,0.9279553096964424,"[[np.int32(21), np.int32(68)], [np.int32(185), np.int32(68)], [np.int32(185), np.int32(89)], [np.int32(21), np.int32(89)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_592.jpg,Road,0.9778813719749451,"[[np.int32(81), np.int32(91)], [np.int32(122), np.int32(91)], [np.int32(122), np.int32(107)], [np.int32(81), np.int32(107)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_592.jpg,city Center,0.9773203360046862,"[[np.int32(55), np.int32(140)], [np.int32(147), np.int32(140)], [np.int32(147), np.int32(161)], [np.int32(55), np.int32(161)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_800.jpg,Lc,0.3661105754242532,"[[np.int32(81), np.int32(84)], [np.int32(123), np.int32(84)], [np.int32(123), np.int32(101)], [np.int32(81), np.int32(101)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_800.jpg,Prlnce Motceb,0.4820683463249671,"[[np.int32(31), np.int32(113)], [np.int32(145), np.int32(113)], [np.int32(145), np.int32(133)], [np.int32(31), np.int32(133)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_800.jpg,Ibn Abdul Azlz,0.6182432922403545,"[[np.int32(28), np.int32(136)], [np.int32(149), np.int32(136)], [np.int32(149), np.int32(157)], [np.int32(28), np.int32(157)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000586_800.jpg,Street,0.6024415467915117,"[[np.int32(65), np.int32(159)], [np.int32(119), np.int32(159)], [np.int32(119), np.int32(175)], [np.int32(65), np.int32(175)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000587_583.jpg,Lc &,0.1867765635251999,"[[np.int32(84), np.int32(3)], [np.int32(170), np.int32(3)], [np.int32(170), np.int32(27)], [np.int32(84), np.int32(27)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000587_583.jpg,Omar Ibn Abdul Azlz,0.6629382560313793,"[[np.int32(23), np.int32(27)], [np.int32(206), np.int32(27)], [np.int32(206), np.int32(52)], [np.int32(23), np.int32(52)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000587_583.jpg,Road,0.9986416697502136,"[[np.int32(92), np.int32(53)], [np.int32(137), np.int32(53)], [np.int32(137), np.int32(73)], [np.int32(92), np.int32(73)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000587_583.jpg,city Center,0.9904593007548383,"[[np.int32(60), np.int32(107)], [np.int32(164), np.int32(107)], [np.int32(164), np.int32(132)], [np.int32(60), np.int32(132)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000587_818.jpg,Prlnce Moteeb,0.5841797228655087,"[[np.int32(32), np.int32(77)], [np.int32(161), np.int32(77)], [np.int32(161), np.int32(98)], [np.int32(32), np.int32(98)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000587_818.jpg,Ibn Abdul Aziz,0.8182784520746588,"[[np.int32(28), np.int32(103)], [np.int32(164), np.int32(103)], [np.int32(164), np.int32(127)], [np.int32(28), np.int32(127)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000587_818.jpg,Street,0.6290405514287712,"[[np.int32(71), np.int32(128)], [np.int32(130), np.int32(128)], [np.int32(130), np.int32(147)], [np.int32(71), np.int32(147)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000587_818.jpg,Yi 3: 0,0.6102889609159768,"[[np.float64(88.31671842700025), np.float64(14.658359213500127)], [np.float64(174.68328157299976), np.float64(-1.3416407864998738)], [np.float64(179.68328157299976), np.float64(22.341640786499873)], [np.float64(93.31671842700025), np.float64(39.34164078649987)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_360.jpg,Prlnce Moteeb,0.9453291758143807,"[[np.int32(32), np.int32(48)], [np.int32(174), np.int32(48)], [np.int32(174), np.int32(72)], [np.int32(32), np.int32(72)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_360.jpg,Ibn Abdul Aziz,0.9948297596506879,"[[np.int32(30), np.int32(75)], [np.int32(177), np.int32(75)], [np.int32(177), np.int32(102)], [np.int32(30), np.int32(102)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_360.jpg,Street,0.9997175255602196,"[[np.int32(69), np.int32(105)], [np.int32(132), np.int32(105)], [np.int32(132), np.int32(126)], [np.int32(69), np.int32(126)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_576.jpg,Road,0.9999522566795349,"[[np.int32(100), np.int32(4)], [np.int32(151), np.int32(4)], [np.int32(151), np.int32(25)], [np.int32(100), np.int32(25)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_576.jpg,city Center,0.9413539347765979,"[[np.int32(64), np.int32(64)], [np.int32(183), np.int32(64)], [np.int32(183), np.int32(92)], [np.int32(64), np.int32(92)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_842.jpg,F,0.006530604589759292,"[[np.int32(97), 0], [np.int32(147), 0], [np.int32(147), np.int32(11)], [np.int32(97), np.int32(11)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_842.jpg,U,0.03175834919005305,"[[np.int32(160), 0], [np.int32(194), 0], [np.int32(194), np.int32(15)], [np.int32(160), np.int32(15)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_842.jpg,Ps#,0.01792192320296865,"[[np.int32(4), 0], [np.int32(91), 0], [np.int32(91), np.int32(22)], [np.int32(4), np.int32(22)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_842.jpg,Prlnce Moteeb,0.8279823744084495,"[[np.int32(32), np.int32(29)], [np.int32(179), np.int32(29)], [np.int32(179), np.int32(56)], [np.int32(32), np.int32(56)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_842.jpg,Ibn Abdul Aziz,0.7953901106882676,"[[np.int32(30), np.int32(59)], [np.int32(183), np.int32(59)], [np.int32(183), np.int32(84)], [np.int32(30), np.int32(84)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000588_842.jpg,Street,0.9998825163383014,"[[np.int32(78), np.int32(85)], [np.int32(147), np.int32(85)], [np.int32(147), np.int32(110)], [np.int32(78), np.int32(110)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000589_312.jpg,prince,0.6409357029976792,"[[np.int32(40), 0], [np.int32(113), 0], [np.int32(113), np.int32(17)], [np.int32(40), np.int32(17)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000589_312.jpg,Wss,0.011502918332295607,"[[np.int32(116), 0], [np.int32(197), 0], [np.int32(197), np.int32(11)], [np.int32(116), np.int32(11)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000589_312.jpg,Ibn Abdul Aziz,0.7728318134922353,"[[np.int32(35), np.int32(22)], [np.int32(202), np.int32(22)], [np.int32(202), np.int32(50)], [np.int32(35), np.int32(50)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000589_312.jpg,Street,0.9999351750988692,"[[np.int32(78), np.int32(52)], [np.int32(153), np.int32(52)], [np.int32(153), np.int32(78)], [np.int32(78), np.int32(78)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000589_873.jpg,Ibn Abdul Aziz,0.7994010648952763,"[[np.int32(28), 0], [np.int32(204), 0], [np.int32(204), np.int32(27)], [np.int32(28), np.int32(27)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000589_873.jpg,Street,0.9999235435039081,"[[np.int32(85), np.int32(29)], [np.int32(163), np.int32(29)], [np.int32(163), np.int32(55)], [np.int32(85), np.int32(55)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000687_1184.jpg,Ai Nondon,0.19842207552108335,"[[np.int32(11), np.int32(51)], [np.int32(73), np.int32(51)], [np.int32(73), np.int32(63)], [np.int32(11), np.int32(63)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000687_1184.jpg,Road,0.26994892954826355,"[[np.int32(25), np.int32(65)], [np.int32(55), np.int32(65)], [np.int32(55), np.int32(77)], [np.int32(25), np.int32(77)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000689_1126.jpg,Omar Bin Abdulbz,0.5274213156573285,"[[np.int32(48), np.int32(79)], [154, np.int32(79)], [154, np.int32(94)], [np.int32(48), np.int32(94)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000689_1126.jpg,Road,0.7325382828712463,"[[np.int32(95), np.int32(95)], [np.int32(129), np.int32(95)], [np.int32(129), np.int32(110)], [np.int32(95), np.int32(110)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000716_369.jpg,Omar Ibn Abdui Aziz Road,0.5664679202877699,"[[np.int32(79), 0], [np.int32(338), 0], [np.int32(338), np.int32(19)], [np.int32(79), np.int32(19)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000716_369.jpg,L  40J,0.6347517504577336,"[[np.int32(75), np.int32(24)], [np.int32(290), np.int32(24)], [np.int32(290), np.int32(54)], [np.int32(75), np.int32(54)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0000716_369.jpg,Prince Falsal Ibn Fahd Ibn Abaul Azi: Stadium,0.46342888674411614,"[[np.int32(10), np.int32(52)], [np.int32(406), np.int32(52)], [np.int32(406), np.int32(76)], [np.int32(10), np.int32(76)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001147_594.jpg,OmAR Ibn AbdulaZiZ Road,0.2043128968510116,"[[np.int32(8), np.int32(56)], [np.int32(191), np.int32(56)], [np.int32(191), np.int32(77)], [np.int32(8), np.int32(77)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001147_594.jpg,0 KJl;,0.31473697189472105,"[[np.float64(6.71963120067104), np.float64(42.463557440805246)], [np.float64(57.74831455224307), np.float64(37.02871413764274)], [np.float64(60.28036879932896), np.float64(57.536442559194754)], [np.float64(9.251685447756925), np.float64(63.97128586235726)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001147_596.jpg,L# Jc,0.26055496993402116,"[[np.int32(52), np.int32(24)], [np.int32(141), np.int32(24)], [np.int32(141), np.int32(41)], [np.int32(52), np.int32(41)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001147_596.jpg,OmaR Ibn AbdulaZiZ Road,0.14710896771657575,"[[np.int32(7), np.int32(40)], [np.int32(190), np.int32(40)], [np.int32(190), np.int32(61)], [np.int32(7), np.int32(61)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001147_596.jpg,Prince Faisal Bin Famd,0.2092370203512963,"[[np.int32(21), np.int32(99)], [np.int32(175), np.int32(99)], [np.int32(175), np.int32(114)], [np.int32(21), np.int32(114)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001147_596.jpg,Jor AOdulAzz Soiur,0.09342534668150529,"[[np.int32(23), np.int32(111)], [np.int32(175), np.int32(111)], [np.int32(175), np.int32(127)], [np.int32(23), np.int32(127)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001147_596.jpg,0 Kll,0.30035565159289845,"[[np.float64(5.780578478300615), np.float64(26.4147520217908)], [np.float64(56.77316969233091), np.float64(21.07486798660996)], [np.float64(58.21942152169939), np.float64(42.5852479782092)], [np.float64(7.226830307669091), np.float64(46.92513201339004)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001148_589.jpg,OMAR IBN ABDuAZiZ ROAD,0.3370978575493997,"[[np.int32(12), np.int32(45)], [np.int32(218), np.int32(45)], [np.int32(218), np.int32(66)], [np.int32(12), np.int32(66)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001148_589.jpg,PRInce FAISAL Bin FAHD,0.877250075340271,"[[np.int32(29), np.int32(109)], [np.int32(202), np.int32(109)], [np.int32(202), np.int32(128)], [np.int32(29), np.int32(128)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001148_589.jpg,TBN ABDULAziZ Stadiur,0.059999065595331906,"[[np.int32(28), np.int32(124)], [np.int32(202), np.int32(124)], [np.int32(202), np.int32(143)], [np.int32(28), np.int32(143)]]"
1~Riyadh Municipality~Riyad Trial 25~9055~Video_1741935860-0001148_858.jpg,Exit  ;,0.3813391948554677,"[[np.int32(7), np.int32(11)], [np.int32(74), np.int32(11)], [np.int32(74), np.int32(27)], [np.int32(7), np.int32(27)]]"
